order_id,customer_id,status,order_ts,total_cents,currency,region
O-105507,C-0405,delivered,2025-10-14T13:29:56Z,4256323,USD,NA
O-105508,C-1870,shipped,2026-05-30T13:01:25Z,7015676,USD,NA
O-105509,C-1705,shipped,2025-07-03T06:33:15Z,1200000,EUR,NA
O-105510,C-0846,delivered,2026-02-27T11:02:13Z,745681,JPY,EU
O-105511,C-1291,processing,2025-05-27T09:58:08Z,483797,GBP,NA
O-105512,C-1786,delivered,2025-12-25T20:53:33Z,3285104,USD,NA
O-105513,C-0506,shipped,2025-12-21T10:03:32Z,1088648,EUR,NA
O-105514,C-0014,delivered,2025-07-07T15:48:42Z,3654756,USD,NA
O-105515,C-1804,shipped,2025-10-29T13:51:57Z,7079641,EUR,LATAM
O-105516,C-1500,delivered,2026-01-04T04:42:07Z,637090,USD,NA
O-105517,C-0704,delivered,2025-02-01T22:03:31Z,2250000,GBP,APAC
O-105518,C-0800,pending,2026-06-12T11:03:43Z,15940770,USD,NA
O-105519,C-0558,delivered,2025-09-19T09:09:48Z,7058710,EUR,EU
O-105520,C-1602,delivered,2026-03-12T00:33:46Z,397512,JPY,APAC
O-105521,C-0913,cancelled,2025-12-29T05:42:51Z,5824414,EUR,NA
O-105522,C-1936,delivered,2025-10-03T12:57:22Z,1463485,EUR,EU
O-105523,C-1066,cancelled,2025-09-16T18:19:20Z,8551684,EUR,EU
O-105524,C-1845,pending,2026-05-01T17:54:01Z,5697754,USD,NA
O-105525,C-1214,processing,2025-04-16T21:41:06Z,11401261,USD,EU
O-105526,C-0814,cancelled,2025-10-16T07:31:50Z,6143565,GBP,APAC
O-105527,C-0921,pending,2026-03-23T14:07:17Z,2725572,USD,NA
O-105528,C-1430,delivered,2025-09-04T00:24:42Z,16249808,EUR,APAC
O-105529,C-0772,refunded,2026-06-05T12:35:51Z,2284058,USD,LATAM
O-105530,C-0396,shipped,2025-11-29T08:28:32Z,4932968,USD,EU
O-105531,C-0879,processing,2025-08-11T03:35:06Z,2480260,USD,APAC
O-105532,C-0967,processing,2025-07-29T00:00:36Z,15320879,USD,EU
O-105533,C-0575,delivered,2025-07-06T16:30:28Z,1052700,USD,NA
O-105534,C-1155,shipped,2025-03-19T19:41:30Z,514659,EUR,NA
O-105535,C-1631,delivered,2026-02-23T10:26:37Z,1424152,USD,NA
O-105536,C-0293,cancelled,2026-02-21T06:53:08Z,21487899,EUR,APAC
O-105537,C-0710,delivered,2025-09-17T10:07:14Z,73832,USD,NA
O-105538,C-1078,refunded,2025-12-27T11:25:05Z,11575537,EUR,NA
O-105539,C-1802,delivered,2025-03-04T12:16:06Z,11789683,EUR,NA
O-105540,C-1741,delivered,2025-10-11T21:53:30Z,4209828,USD,LATAM
O-105541,C-0145,refunded,2025-04-11T19:32:51Z,11535867,USD,APAC
O-105542,C-0789,delivered,2025-08-07T11:26:57Z,590603,EUR,APAC
O-105543,C-0251,cancelled,2025-10-06T06:35:05Z,1893431,USD,NA
O-105544,C-0192,shipped,2025-12-18T14:41:46Z,13365610,GBP,EU
O-105545,C-0905,shipped,2026-05-28T01:26:30Z,7990125,USD,NA
O-105546,C-1223,delivered,2025-06-19T07:58:31Z,3996430,EUR,EU
O-105547,C-1352,shipped,2026-01-27T23:40:14Z,3261069,USD,NA
O-105548,C-1388,processing,2025-12-21T04:34:55Z,4430150,USD,EU
O-105549,C-0613,delivered,2026-01-10T01:06:00Z,9903961,USD,NA
O-105550,C-1656,processing,2025-10-30T19:46:39Z,7945717,USD,EU
O-105551,C-0824,delivered,2025-04-08T12:13:17Z,2072440,USD,APAC
O-105552,C-1672,shipped,2025-01-07T00:44:15Z,3063879,EUR,APAC
O-105553,C-0686,cancelled,2025-05-07T11:41:25Z,12864991,EUR,NA
O-105554,C-0586,delivered,2025-10-01T09:28:12Z,413385,USD,NA
O-105555,C-1971,refunded,2025-03-01T11:12:51Z,9481110,USD,APAC
O-105556,C-0382,delivered,2025-03-06T06:58:41Z,8524561,USD,NA
O-105557,C-1181,processing,2025-03-13T16:52:09Z,504480,USD,NA
O-105558,C-1971,refunded,2026-04-11T17:32:12Z,12393480,USD,EU
O-105559,C-0077,delivered,2026-04-02T02:59:14Z,4659360,USD,NA
O-105560,C-0935,shipped,2026-02-21T01:44:39Z,597666,JPY,LATAM
O-105561,C-0684,delivered,2026-01-20T22:21:03Z,6850869,USD,EU
O-105562,C-0574,delivered,2025-01-07T07:12:20Z,3434600,USD,LATAM
O-105563,C-0864,delivered,2025-08-12T09:56:06Z,43176,USD,APAC
O-105564,C-0095,refunded,2026-05-09T00:48:59Z,6738640,JPY,APAC
O-105565,C-0486,processing,2026-01-19T13:34:15Z,1344103,EUR,NA
O-105566,C-1495,delivered,2025-08-27T16:45:16Z,2537695,GBP,APAC
O-105567,C-1925,delivered,2025-08-21T10:12:51Z,14231760,EUR,EU
O-105568,C-0070,processing,2025-11-16T12:01:36Z,2714866,JPY,APAC
O-105569,C-1743,delivered,2025-10-27T18:22:36Z,2015025,USD,EU
O-105570,C-1091,pending,2025-09-27T05:04:09Z,11913739,USD,NA
O-105571,C-1418,delivered,2025-04-16T10:28:03Z,5420106,USD,EU
O-105572,C-1519,processing,2026-01-19T18:24:11Z,1699108,USD,NA
O-105573,C-1351,delivered,2025-10-04T20:03:04Z,5536157,EUR,EU
O-105574,C-1606,delivered,2026-04-14T02:13:17Z,6398770,USD,NA
O-105575,C-1897,cancelled,2025-06-23T17:18:01Z,7902915,JPY,NA
O-105576,C-0555,shipped,2025-06-14T11:23:13Z,5635844,USD,EU
O-105577,C-0611,delivered,2025-07-31T15:36:53Z,6591734,USD,APAC
O-105578,C-1624,delivered,2026-04-01T04:31:40Z,8497209,USD,EU
O-105579,C-0292,delivered,2025-08-24T00:23:10Z,11943278,USD,NA
O-105580,C-1737,cancelled,2025-04-02T13:30:32Z,9275612,USD,NA
O-105581,C-1156,shipped,2025-11-02T06:41:04Z,5708499,EUR,EU
O-105582,C-1998,delivered,2026-05-18T09:43:03Z,2459742,USD,NA
O-105583,C-0654,shipped,2025-11-21T18:49:56Z,19986886,USD,EU
O-105584,C-1169,cancelled,2025-08-16T21:19:38Z,24540076,EUR,NA
O-105585,C-1309,pending,2026-02-24T04:45:57Z,13120,USD,APAC
O-105586,C-1463,delivered,2026-02-10T12:09:27Z,300784,USD,NA
O-105587,C-1626,processing,2025-09-19T19:27:50Z,420191,EUR,EU
O-105588,C-0367,delivered,2025-07-15T15:05:09Z,8997722,USD,EU
O-105589,C-1905,delivered,2026-03-10T22:12:58Z,3656280,EUR,NA
O-105590,C-1762,shipped,2025-10-14T12:00:46Z,16155749,USD,APAC
O-105591,C-0466,delivered,2025-03-01T05:36:19Z,1123278,USD,NA
O-105592,C-1409,delivered,2025-08-05T12:57:43Z,11836044,USD,NA
O-105593,C-1436,delivered,2025-05-26T19:40:21Z,3323796,EUR,APAC
O-105594,C-0790,delivered,2025-04-14T11:47:00Z,7525817,USD,NA
O-105595,C-0677,shipped,2026-03-12T05:20:37Z,5709503,USD,NA
O-105596,C-0021,delivered,2025-03-06T17:23:03Z,742659,GBP,LATAM
O-105597,C-0247,delivered,2026-06-30T23:48:55Z,6682779,USD,LATAM
O-105598,C-1991,pending,2025-11-23T19:37:29Z,7599997,USD,EU
O-105599,C-1566,processing,2025-06-02T09:19:56Z,5525661,EUR,LATAM
O-105600,C-0989,delivered,2026-06-29T19:43:09Z,5700606,USD,EU
O-105601,C-0676,delivered,2025-01-06T14:33:03Z,6079680,USD,APAC
O-105602,C-0802,shipped,2025-05-05T11:42:27Z,7791246,USD,EU
O-105603,C-0003,delivered,2025-05-26T09:02:45Z,2847064,USD,EU
O-105604,C-0622,delivered,2026-06-12T19:07:19Z,4327953,USD,NA
O-105605,C-1178,delivered,2026-03-16T14:10:06Z,402585,USD,APAC
O-105606,C-1646,delivered,2025-09-01T19:33:00Z,9175190,USD,EU
O-105607,C-1260,pending,2025-01-27T16:06:33Z,8594911,USD,NA
O-105608,C-0809,delivered,2026-06-21T06:23:44Z,728397,EUR,APAC
O-105609,C-1933,delivered,2025-08-02T13:04:26Z,15053899,GBP,APAC
O-105610,C-1027,delivered,2026-06-27T04:22:33Z,1256007,EUR,APAC
O-105611,C-1786,cancelled,2026-02-16T01:00:51Z,9129059,USD,NA
O-105612,C-1099,delivered,2025-03-04T22:08:39Z,7287583,USD,EU
O-105613,C-0915,delivered,2026-06-11T15:00:01Z,43695,USD,NA
O-105614,C-1541,pending,2025-08-20T01:35:34Z,1957761,USD,EU
O-105615,C-1613,delivered,2025-01-20T00:37:32Z,5125863,USD,LATAM
O-105616,C-1127,shipped,2025-12-11T14:03:13Z,11737301,USD,NA
O-105617,C-1713,delivered,2026-01-13T01:05:02Z,7437078,JPY,EU
O-105618,C-0237,delivered,2026-04-22T10:27:10Z,3457723,GBP,NA
O-105619,C-1109,cancelled,2025-01-27T22:42:17Z,7231974,JPY,NA
O-105620,C-1426,delivered,2025-05-25T08:35:03Z,4723728,USD,NA
O-105621,C-0421,delivered,2026-05-10T05:55:23Z,404443,USD,EU
O-105622,C-1125,processing,2025-04-15T02:29:36Z,6036920,EUR,NA
O-105623,C-1591,pending,2025-04-26T04:29:15Z,7588553,EUR,NA
O-105624,C-0386,processing,2026-01-10T07:42:55Z,14818900,EUR,APAC
O-105625,C-1860,delivered,2025-11-27T16:19:29Z,9631725,USD,EU
O-105626,C-1753,delivered,2025-04-05T08:27:12Z,7074329,USD,EU
O-105627,C-0962,delivered,2025-04-08T03:40:52Z,1972575,USD,NA
O-105628,C-0593,delivered,2025-10-07T12:43:49Z,7715741,USD,EU
O-105629,C-0269,cancelled,2025-02-18T05:23:29Z,5056853,USD,EU
O-105630,C-0972,refunded,2026-01-08T05:09:58Z,16475470,EUR,NA
O-105631,C-1600,delivered,2025-09-27T20:33:47Z,14169369,USD,NA
O-105632,C-0913,delivered,2026-03-10T07:33:10Z,9225642,USD,LATAM
O-105633,C-0345,refunded,2025-02-27T07:17:35Z,12295108,EUR,APAC
O-105634,C-1991,delivered,2025-06-03T18:05:27Z,13396488,EUR,EU
O-105635,C-0209,pending,2026-01-03T13:53:40Z,10152756,USD,EU
O-105636,C-1275,refunded,2026-05-25T12:16:09Z,5284538,EUR,APAC
O-105637,C-0294,shipped,2025-11-20T16:19:14Z,1270681,USD,NA
O-105638,C-0765,delivered,2025-07-20T08:45:34Z,856218,USD,LATAM
O-105639,C-1026,delivered,2026-03-19T00:23:52Z,2069047,USD,EU
O-105640,C-1582,delivered,2026-01-13T14:12:11Z,5372306,EUR,APAC
O-105641,C-1649,delivered,2025-10-23T11:31:05Z,15731823,USD,NA
O-105642,C-0275,delivered,2026-04-12T19:57:08Z,4495545,USD,LATAM
O-105643,C-1012,pending,2026-01-15T11:20:57Z,10736503,EUR,EU
O-105644,C-0398,delivered,2025-08-19T00:35:55Z,6787912,USD,NA
O-105645,C-1845,shipped,2026-04-03T17:25:01Z,10641100,USD,LATAM
O-105646,C-1004,delivered,2025-02-12T00:28:27Z,9853003,USD,EU
O-105647,C-1954,delivered,2026-02-27T22:57:11Z,5294801,USD,EU
O-105648,C-0908,delivered,2025-07-19T02:29:09Z,4557266,EUR,EU
O-105649,C-0140,cancelled,2025-08-20T17:50:11Z,4112959,USD,LATAM
O-105650,C-0601,processing,2025-06-26T07:01:47Z,3887735,EUR,EU
O-105651,C-0617,delivered,2025-12-14T14:45:54Z,5668504,USD,EU
O-105652,C-1235,processing,2026-06-17T07:51:43Z,13788651,GBP,APAC
O-105653,C-0629,delivered,2026-05-07T12:15:41Z,6635834,USD,NA
O-105654,C-1354,shipped,2025-11-28T21:31:10Z,3626865,USD,EU
O-105655,C-1157,delivered,2025-04-25T08:24:17Z,3399355,USD,APAC
O-105656,C-1235,shipped,2026-05-15T08:12:45Z,9855695,USD,EU
O-105657,C-0564,delivered,2026-04-14T21:33:48Z,11560529,EUR,EU
O-105658,C-0805,processing,2025-09-14T00:48:44Z,141680,USD,EU
O-105659,C-1444,delivered,2025-10-25T22:04:54Z,26692,USD,APAC
O-105660,C-1290,pending,2026-01-17T05:26:00Z,12181709,USD,APAC
O-105661,C-1029,delivered,2026-01-11T23:16:13Z,17265048,EUR,APAC
O-105662,C-1341,processing,2025-05-03T13:39:56Z,11656542,USD,NA
O-105663,C-1935,delivered,2025-04-08T22:28:53Z,8598200,USD,LATAM
O-105664,C-0223,cancelled,2025-03-02T06:20:19Z,4062606,USD,NA
O-105665,C-1737,delivered,2025-05-20T14:26:23Z,7876103,EUR,NA
O-105666,C-1261,shipped,2025-08-07T00:56:14Z,9008912,USD,LATAM
O-105667,C-0037,delivered,2025-10-11T14:27:46Z,4112779,USD,NA
O-105668,C-1913,delivered,2026-01-16T07:53:46Z,12057341,USD,NA
O-105669,C-1263,delivered,2025-01-01T01:50:50Z,16220334,USD,EU
O-105670,C-1513,refunded,2026-02-03T22:17:51Z,7232304,USD,NA
O-105671,C-0892,delivered,2026-02-06T21:41:13Z,9972,USD,NA
O-105672,C-0853,cancelled,2026-02-21T16:48:34Z,5243287,USD,NA
O-105673,C-1247,shipped,2025-12-06T18:28:50Z,4331761,GBP,EU
O-105674,C-0522,delivered,2025-03-30T22:29:56Z,807452,USD,NA
O-105675,C-1905,delivered,2025-12-15T16:03:59Z,26475,USD,NA
O-105676,C-1434,pending,2025-08-16T16:30:55Z,12685699,USD,EU
O-105677,C-1805,delivered,2025-02-05T05:39:18Z,7952872,USD,APAC
O-105678,C-1850,delivered,2025-07-15T18:45:02Z,15955670,GBP,LATAM
O-105679,C-0282,delivered,2026-05-12T11:32:17Z,87952,USD,EU
O-105680,C-0976,processing,2025-03-23T01:53:58Z,3137459,GBP,NA
O-105681,C-1218,delivered,2026-06-28T00:12:06Z,10652553,USD,NA
O-105682,C-1696,shipped,2026-05-19T15:41:10Z,7850763,USD,NA
O-105683,C-0653,cancelled,2025-02-19T18:22:27Z,5416096,EUR,NA
O-105684,C-1859,cancelled,2025-11-04T07:58:06Z,2404764,USD,NA
O-105685,C-0008,processing,2026-05-14T11:12:05Z,326476,GBP,NA
O-105686,C-0835,pending,2025-08-11T01:36:42Z,13757588,USD,EU
O-105687,C-1152,processing,2026-02-12T05:42:15Z,8140743,EUR,NA
O-105688,C-0093,shipped,2026-03-06T07:38:57Z,3597792,USD,LATAM
O-105689,C-0860,shipped,2025-12-25T17:29:15Z,5673989,USD,NA
O-105690,C-0380,cancelled,2026-06-06T14:10:23Z,11866708,JPY,NA
O-105691,C-1234,delivered,2025-05-19T11:21:35Z,14072421,USD,APAC
O-105692,C-1386,processing,2025-10-10T07:33:48Z,3162944,EUR,NA
O-105693,C-0702,pending,2025-06-10T01:38:25Z,19973579,EUR,APAC
O-105694,C-0881,delivered,2026-01-27T15:17:11Z,7117567,USD,EU
O-105695,C-1023,delivered,2026-01-20T17:15:36Z,8133863,JPY,NA
O-105696,C-0990,shipped,2025-11-26T09:29:29Z,24144479,USD,NA
O-105697,C-1657,delivered,2025-03-26T11:03:55Z,416645,USD,APAC
O-105698,C-1324,pending,2025-10-13T17:49:45Z,5054937,EUR,EU
O-105699,C-1193,delivered,2026-05-27T00:54:14Z,12664752,EUR,NA
O-105700,C-1759,delivered,2025-05-13T07:10:44Z,240000,USD,APAC
O-105701,C-0358,delivered,2025-06-02T08:40:49Z,17579799,JPY,EU
O-105702,C-0227,processing,2025-09-16T04:00:47Z,6592541,EUR,APAC
O-105703,C-0074,shipped,2025-06-01T03:48:08Z,7649555,USD,APAC
O-105704,C-1835,cancelled,2025-10-16T23:24:38Z,12568883,EUR,NA
O-105705,C-0201,delivered,2025-05-25T02:31:53Z,4230367,USD,NA
O-105706,C-1768,delivered,2025-12-26T01:51:24Z,4804698,EUR,NA
O-105707,C-1138,delivered,2025-03-29T12:05:02Z,12698016,USD,NA
O-105708,C-0197,delivered,2026-02-05T14:58:58Z,4047064,USD,LATAM
O-105709,C-0809,delivered,2026-02-16T13:32:49Z,5819234,USD,NA
O-105710,C-1069,delivered,2025-01-22T22:59:10Z,390530,EUR,NA
O-105711,C-1036,delivered,2025-07-16T00:51:50Z,375000,USD,EU
O-105712,C-0893,delivered,2026-06-12T16:03:49Z,6842257,USD,NA
O-105713,C-1959,delivered,2026-03-31T20:42:07Z,22684320,USD,NA
O-105714,C-0490,delivered,2025-12-09T06:15:37Z,7571773,GBP,LATAM
O-105715,C-1114,delivered,2025-02-23T10:00:17Z,2304812,USD,APAC
O-105716,C-1286,shipped,2025-05-25T05:41:07Z,2038356,USD,APAC
O-105717,C-0302,delivered,2026-01-24T18:57:10Z,15519235,EUR,APAC
O-105718,C-1629,processing,2026-01-22T20:09:50Z,5595368,EUR,NA
O-105719,C-0098,shipped,2025-06-11T18:12:19Z,6150737,USD,NA
O-105720,C-1653,delivered,2025-10-03T14:27:09Z,11924975,USD,NA
O-105721,C-1017,delivered,2025-07-23T06:00:13Z,2789705,EUR,NA
O-105722,C-0809,delivered,2026-05-30T11:29:05Z,15617458,JPY,NA
O-105723,C-0705,delivered,2025-05-22T07:12:58Z,3422248,USD,NA
O-105724,C-0038,delivered,2025-07-28T13:10:05Z,519552,USD,EU
O-105725,C-1654,pending,2025-12-27T22:29:08Z,6944066,USD,APAC
O-105726,C-0868,processing,2025-03-13T02:13:45Z,5980873,JPY,EU
O-105727,C-1687,pending,2025-11-28T08:15:12Z,1439951,EUR,NA
O-105728,C-1635,delivered,2025-07-03T09:09:52Z,2311650,JPY,EU
O-105729,C-0131,delivered,2025-11-01T15:42:04Z,13048739,USD,NA
O-105730,C-0377,cancelled,2026-03-17T20:23:10Z,4367194,USD,APAC
O-105731,C-1916,delivered,2026-01-28T21:12:27Z,9580593,USD,EU
O-105732,C-1428,processing,2026-04-08T01:53:30Z,7317154,USD,NA
O-105733,C-1417,delivered,2025-07-27T03:03:41Z,5998930,USD,EU
O-105734,C-0406,cancelled,2025-10-27T09:20:47Z,2255540,USD,EU
O-105735,C-1798,shipped,2025-03-31T09:54:55Z,1414177,EUR,EU
O-105736,C-0043,delivered,2025-03-09T16:44:49Z,1146919,EUR,APAC
O-105737,C-0505,shipped,2025-08-09T01:47:28Z,7005587,USD,NA
O-105738,C-0492,refunded,2026-02-21T08:44:55Z,4208516,EUR,APAC
O-105739,C-1563,pending,2026-03-30T02:16:09Z,6681679,USD,APAC
O-105740,C-1439,delivered,2026-01-21T20:09:22Z,2110264,EUR,NA
O-105741,C-1882,delivered,2025-01-30T16:19:40Z,15853564,USD,NA
O-105742,C-1144,delivered,2025-01-31T16:54:31Z,2496465,USD,NA
O-105743,C-1767,delivered,2025-12-12T12:22:45Z,2004428,GBP,EU
O-105744,C-0227,delivered,2026-04-02T06:47:46Z,185832,EUR,EU
O-105745,C-0192,delivered,2025-04-30T04:13:35Z,6431114,GBP,APAC
O-105746,C-1109,delivered,2025-09-30T00:32:27Z,7276976,EUR,NA
O-105747,C-1470,refunded,2025-02-27T17:26:14Z,3999572,GBP,NA
O-105748,C-0906,delivered,2025-09-21T19:04:27Z,1379172,USD,APAC
O-105749,C-0948,delivered,2025-10-21T07:10:40Z,18747518,EUR,LATAM
O-105750,C-0023,delivered,2025-11-24T19:31:06Z,12760915,USD,EU
O-105751,C-1567,delivered,2026-05-25T08:39:09Z,25484276,EUR,NA
O-105752,C-1797,delivered,2025-03-29T04:34:32Z,195956,EUR,APAC
O-105753,C-1479,delivered,2026-01-10T14:45:27Z,1300156,USD,EU
O-105754,C-0729,delivered,2025-12-23T09:19:03Z,9188835,USD,NA
O-105755,C-0128,shipped,2026-01-04T11:55:59Z,8328440,EUR,LATAM
O-105756,C-1027,pending,2026-03-10T00:31:07Z,16932180,USD,EU
O-105757,C-0864,cancelled,2025-12-25T08:44:45Z,3697373,USD,NA
O-105758,C-0599,shipped,2025-02-02T05:00:12Z,5385943,USD,NA
O-105759,C-1749,delivered,2026-03-27T11:01:23Z,6537599,EUR,NA
O-105760,C-0796,shipped,2025-03-12T03:21:41Z,9841804,USD,EU
O-105761,C-1675,processing,2025-06-14T13:33:43Z,11345401,USD,APAC
O-105762,C-1951,cancelled,2025-07-25T16:49:50Z,5182594,EUR,NA
O-105763,C-1545,delivered,2025-07-11T09:20:09Z,7481628,USD,APAC
O-105764,C-0048,delivered,2025-08-12T16:22:05Z,6581916,USD,EU
O-105765,C-0388,cancelled,2025-12-07T03:37:41Z,2052620,USD,EU
O-105766,C-0383,delivered,2025-04-02T21:32:17Z,12089815,USD,APAC
O-105767,C-1760,cancelled,2025-07-26T06:07:18Z,4729818,USD,NA
O-105768,C-0884,processing,2026-02-16T02:09:17Z,10053163,GBP,EU
O-105769,C-0619,shipped,2025-03-19T02:48:18Z,3351159,USD,NA
O-105770,C-1950,delivered,2025-01-09T19:04:13Z,3276003,EUR,APAC
O-105771,C-0918,cancelled,2025-10-10T20:40:44Z,531774,EUR,EU
O-105772,C-1177,shipped,2025-06-20T12:34:11Z,4917718,EUR,NA
O-105773,C-1165,delivered,2025-02-14T15:06:44Z,4398384,USD,APAC
O-105774,C-1427,cancelled,2025-09-09T02:41:33Z,302595,USD,APAC
O-105775,C-1584,delivered,2025-06-24T09:25:09Z,7264968,USD,APAC
O-105776,C-0535,delivered,2025-03-07T21:18:50Z,20854192,USD,NA
O-105777,C-1947,delivered,2026-06-05T23:22:46Z,8310564,GBP,EU
O-105778,C-0662,delivered,2026-02-05T10:42:04Z,6372254,USD,LATAM
O-105779,C-0494,refunded,2025-08-08T04:32:22Z,4460365,USD,NA
O-105780,C-1045,delivered,2026-03-08T16:13:23Z,2770427,EUR,LATAM
O-105781,C-1195,delivered,2025-09-09T02:31:04Z,80256,EUR,NA
O-105782,C-0613,delivered,2025-09-15T05:34:04Z,6856964,USD,EU
O-105783,C-0816,shipped,2025-07-25T16:54:15Z,128640,GBP,APAC
O-105784,C-1625,delivered,2025-06-05T12:52:52Z,10344287,USD,NA
O-105785,C-1415,delivered,2025-01-21T00:58:59Z,1047680,USD,NA
O-105786,C-1201,delivered,2025-07-23T20:00:33Z,2029018,EUR,NA
O-105787,C-0196,shipped,2026-02-08T23:10:51Z,7914420,EUR,APAC
O-105788,C-1188,delivered,2025-12-08T09:07:35Z,11274269,USD,EU
O-105789,C-1939,delivered,2025-12-22T06:29:56Z,3110205,USD,EU
O-105790,C-1498,shipped,2025-04-30T02:12:03Z,4602409,USD,NA
O-105791,C-0524,delivered,2026-05-05T17:11:13Z,10897179,USD,EU
O-105792,C-0175,processing,2025-04-12T15:00:11Z,24510,EUR,EU
O-105793,C-0081,delivered,2025-07-16T16:29:55Z,16978057,USD,NA
O-105794,C-0126,pending,2025-02-18T20:33:16Z,2482497,USD,EU
O-105795,C-0814,delivered,2025-08-03T09:36:27Z,5764472,EUR,EU
O-105796,C-1039,shipped,2026-05-19T01:48:30Z,4201835,USD,NA
O-105797,C-0375,delivered,2025-08-13T11:58:03Z,5234726,EUR,NA
O-105798,C-0011,delivered,2025-02-12T18:14:24Z,9541386,USD,EU
O-105799,C-1516,delivered,2025-12-26T07:09:46Z,13451049,USD,NA
O-105800,C-1091,delivered,2025-03-23T16:31:02Z,1935876,EUR,NA
O-105801,C-0382,delivered,2025-08-18T01:50:05Z,9765950,USD,NA
O-105802,C-1318,delivered,2026-05-27T02:36:07Z,7070685,EUR,APAC
O-105803,C-1052,delivered,2025-05-20T17:08:06Z,2962739,USD,NA
O-105804,C-1239,cancelled,2025-06-20T18:16:28Z,4874798,EUR,NA
O-105805,C-0626,delivered,2025-02-23T12:09:03Z,1758155,USD,EU
O-105806,C-0212,delivered,2026-06-14T21:46:51Z,16595886,USD,LATAM
O-105807,C-0689,delivered,2025-09-17T13:06:11Z,1378404,EUR,NA
O-105808,C-0348,delivered,2025-07-31T06:23:43Z,5351500,GBP,LATAM
O-105809,C-1029,pending,2026-01-16T23:26:49Z,1088329,EUR,NA
O-105810,C-0731,delivered,2025-05-16T02:45:33Z,9462128,USD,EU
O-105811,C-1628,shipped,2025-03-18T20:24:14Z,435972,USD,NA
O-105812,C-1561,delivered,2025-06-24T12:26:57Z,10399280,USD,NA
O-105813,C-0414,delivered,2025-05-07T04:43:57Z,6598860,EUR,NA
O-105814,C-1622,delivered,2025-01-05T15:12:39Z,4539412,EUR,EU
O-105815,C-1708,delivered,2025-10-11T02:50:32Z,4033280,USD,NA
O-105816,C-1215,delivered,2026-04-27T22:58:23Z,9110985,USD,NA
O-105817,C-1553,processing,2025-06-20T05:53:09Z,7882635,USD,EU
O-105818,C-0052,delivered,2026-04-10T20:57:48Z,1964933,USD,EU
O-105819,C-1548,pending,2025-04-06T03:31:42Z,6768492,USD,NA
O-105820,C-1893,delivered,2025-10-31T09:22:49Z,1628450,USD,EU
O-105821,C-1694,delivered,2026-05-26T17:49:59Z,15271454,USD,NA
O-105822,C-0583,delivered,2025-02-26T04:40:51Z,9142451,EUR,EU
O-105823,C-1524,delivered,2025-07-13T13:23:37Z,2819281,EUR,APAC
O-105824,C-0432,delivered,2025-01-12T16:12:34Z,17518701,USD,EU
O-105825,C-1567,delivered,2025-06-15T05:30:51Z,3913944,USD,APAC
O-105826,C-1986,processing,2025-05-04T13:10:07Z,4415013,USD,NA
O-105827,C-1877,processing,2025-01-21T11:50:46Z,6378858,USD,EU
O-105828,C-0061,cancelled,2026-06-23T03:49:08Z,315699,EUR,EU
O-105829,C-1783,shipped,2025-11-02T15:51:19Z,8503933,USD,EU
O-105830,C-0581,delivered,2025-02-20T00:07:25Z,3391541,USD,EU
O-105831,C-0512,refunded,2026-04-08T15:21:34Z,7618774,EUR,NA
O-105832,C-0779,delivered,2026-04-18T14:52:26Z,3044340,JPY,NA
O-105833,C-1353,cancelled,2025-03-30T19:26:16Z,2095120,USD,NA
O-105834,C-0725,shipped,2025-05-10T18:45:50Z,9568506,USD,NA
O-105835,C-0526,delivered,2026-04-12T13:35:45Z,7103414,JPY,EU
O-105836,C-0117,delivered,2026-02-13T00:46:35Z,7430142,EUR,NA
O-105837,C-0862,delivered,2025-08-03T19:34:35Z,1809202,EUR,NA
O-105838,C-1056,delivered,2025-10-04T07:31:33Z,685627,USD,NA
O-105839,C-0190,delivered,2026-04-04T22:24:06Z,6164640,USD,NA
O-105840,C-0529,shipped,2025-06-13T08:50:57Z,606650,USD,NA
O-105841,C-0063,delivered,2025-01-25T15:13:19Z,13635136,USD,NA
O-105842,C-0183,delivered,2026-01-02T08:32:24Z,673035,USD,NA
O-105843,C-1820,cancelled,2025-05-24T12:33:39Z,11494304,USD,EU
O-105844,C-1418,delivered,2026-01-16T05:34:12Z,5093489,EUR,NA
O-105845,C-1749,delivered,2025-09-08T11:42:33Z,6907345,USD,NA
O-105846,C-1741,delivered,2025-05-26T03:10:16Z,313269,USD,EU
O-105847,C-1590,shipped,2026-01-25T06:06:03Z,4539980,JPY,NA
O-105848,C-1271,refunded,2025-02-11T00:39:33Z,9528371,GBP,NA
O-105849,C-1534,delivered,2025-07-07T12:41:04Z,9741215,USD,NA
O-105850,C-1079,delivered,2025-03-24T08:31:54Z,4436595,USD,APAC
O-105851,C-0483,delivered,2025-05-11T08:40:20Z,165982,USD,EU
O-105852,C-0308,delivered,2025-05-27T10:33:32Z,2592536,EUR,NA
O-105853,C-1409,delivered,2026-03-26T23:12:19Z,1888864,USD,NA
O-105854,C-0948,delivered,2026-04-09T07:20:01Z,1500,USD,EU
O-105855,C-0275,pending,2026-03-16T19:54:44Z,12453129,USD,EU
O-105856,C-1220,pending,2025-02-10T00:57:24Z,3811452,USD,EU
O-105857,C-1617,shipped,2026-03-08T18:43:11Z,17311062,USD,NA
O-105858,C-1875,delivered,2025-06-12T11:47:10Z,4036619,EUR,EU
O-105859,C-1726,delivered,2026-01-02T14:57:12Z,8858562,GBP,EU
