order_id,line_no,part_id,qty,unit_price_cents
O-101116,2,P-01757,9,150702
O-101116,3,P-00035,24,749337
O-101116,4,P-04752,14,261725
O-101117,1,P-02835,12,434701
O-101117,2,P-03773,1,398797
O-101118,1,P-03060,19,148247
O-101118,2,P-00025,9,289539
O-101119,1,P-01904,5,120898
O-101119,2,P-00804,22,125272
O-101119,3,P-02347,14,540308
O-101119,4,P-04671,14,137031
O-101120,1,P-01651,18,720746
O-101121,1,P-00402,5,9344
O-101122,1,P-03767,21,117097
O-101123,1,P-02004,7,6000
O-101123,2,P-01834,24,9629
O-101123,3,P-01664,7,101750
O-101123,4,P-02014,17,29274
O-101123,5,P-04141,15,202105
O-101124,1,P-04277,12,194826
O-101124,2,P-04759,17,26512
O-101124,3,P-04337,4,238690
O-101124,4,P-01226,15,1524
O-101125,1,P-02856,11,95886
O-101125,2,P-01479,2,140508
O-101125,3,P-01164,16,6000
O-101125,4,P-02044,21,222259
O-101126,1,P-01908,19,145158
O-101126,2,P-02949,20,275065
O-101126,3,P-01091,17,333721
O-101126,4,P-00934,1,33109
O-101127,1,P-01614,7,36978
O-101128,1,P-00472,15,127469
O-101128,2,P-04434,5,7797
O-101128,3,P-03233,24,218298
O-101129,1,P-03683,13,196281
O-101130,1,P-03631,3,240002
O-101130,2,P-01876,18,291374
O-101130,3,P-04930,3,13059
O-101130,4,P-03950,20,74845
O-101131,1,P-04704,12,8000
O-101131,2,P-04658,7,12705
O-101131,3,P-01866,23,5472
O-101131,4,P-01780,16,6000
O-101131,5,P-00271,9,111033
O-101132,1,P-00454,23,80000
O-101133,1,P-01539,17,396899
O-101133,2,P-03192,18,106150
O-101133,3,P-02869,9,90538
O-101133,4,P-00891,25,767955
O-101134,1,P-01733,5,176392
O-101135,1,P-01495,7,67787
O-101135,2,P-02167,20,145270
O-101135,3,P-03827,18,625856
O-101135,4,P-03302,12,22630
O-101136,1,P-00093,15,438877
O-101137,1,P-02908,20,158366
O-101137,2,P-04299,19,627766
O-101137,3,P-00068,17,106894
O-101137,4,P-00222,14,33096
O-101137,5,P-04743,14,162530
O-101138,1,P-02565,3,247982
O-101138,2,P-00135,9,150507
O-101138,3,P-02677,20,324978
O-101139,1,P-03996,11,342487
O-101139,2,P-03070,8,59887
O-101139,3,P-02239,13,139647
O-101139,4,P-01849,10,156801
O-101139,5,P-02352,20,300000
O-101140,1,P-04958,6,64748
O-101140,2,P-03643,5,25000
O-101140,3,P-03740,23,107385
O-101140,4,P-01167,14,250000
O-101140,5,P-01225,10,266779
O-101141,1,P-01942,1,60941
O-101141,2,P-00280,5,128896
O-101142,1,P-03437,8,168384
O-101142,2,P-03854,18,66833
O-101142,3,P-03580,23,130945
O-101142,4,P-04613,2,406023
O-101143,1,P-04869,17,10000
O-101143,2,P-00081,3,198307
O-101143,3,P-00959,5,145684
O-101143,4,P-03563,25,610888
O-101144,1,P-03298,20,6237
O-101145,1,P-04340,8,264958
O-101145,2,P-02838,19,55717
O-101145,3,P-04657,22,199043
O-101146,1,P-02775,5,38799
O-101146,2,P-01497,4,450000
O-101146,3,P-01738,10,8510
O-101146,4,P-01487,24,111024
O-101147,1,P-04685,12,151304
O-101147,2,P-04708,21,128895
O-101148,1,P-01954,18,7400
O-101149,1,P-00109,12,247980
O-101149,2,P-02861,23,235692
O-101149,3,P-03567,3,41332
O-101149,4,P-04897,1,305570
O-101150,1,P-01149,17,139818
O-101151,1,P-00524,15,41580
O-101152,1,P-01878,11,40291
O-101152,2,P-04345,5,356791
O-101152,3,P-01191,18,78981
O-101152,4,P-00568,15,35793
O-101152,5,P-02257,17,152139
O-101153,1,P-04721,10,234283
O-101153,2,P-01922,2,11724
O-101153,3,P-00061,12,500000
O-101153,4,P-01533,5,98770
O-101153,5,P-04527,3,128665
O-101154,1,P-00876,4,215427
O-101154,2,P-04678,5,53484
O-101155,1,P-04647,3,93294
O-101155,2,P-03450,18,7462
O-101155,3,P-02671,9,168393
O-101155,4,P-02159,9,165092
O-101155,5,P-04519,1,111878
O-101156,1,P-02522,20,2775
O-101156,2,P-03761,25,359212
O-101156,3,P-00569,6,302877
O-101157,1,P-03747,11,835748
O-101157,2,P-02508,13,191022
O-101157,3,P-04338,13,5967
O-101157,4,P-03867,5,190146
O-101157,5,P-00303,8,73951
O-101158,1,P-04788,21,239261
O-101159,1,P-01135,25,194950
O-101160,1,P-03072,12,300000
O-101160,2,P-03082,1,14043
O-101160,3,P-03546,12,3671
O-101160,4,P-00453,20,269966
O-101161,1,P-02702,7,42674
O-101161,2,P-03971,16,735686
O-101161,3,P-04406,19,48478
O-101161,4,P-04707,23,434165
O-101162,1,P-01850,19,6573
O-101162,2,P-03782,19,39400
O-101162,3,P-01245,2,57954
O-101163,1,P-03176,5,152006
O-101163,2,P-00150,15,17710
O-101163,3,P-04854,14,17057
O-101163,4,P-01022,9,2000
O-101163,5,P-00221,16,500000
O-101164,1,P-01380,4,24643
O-101164,2,P-00661,3,254441
O-101165,1,P-01922,15,11724
O-101165,2,P-03973,7,110439
O-101166,1,P-00061,8,500000
O-101166,2,P-04402,4,7458
O-101167,1,P-01699,10,629051
O-101168,1,P-02165,11,465547
O-101168,2,P-01257,13,22388
O-101168,3,P-02986,18,11702
O-101168,4,P-03415,13,96790
O-101169,1,P-00334,19,30360
O-101169,2,P-00258,22,6566
O-101169,3,P-00407,12,159206
O-101169,4,P-02952,23,122765
O-101169,5,P-04557,25,201638
O-101170,1,P-00759,11,81383
O-101171,1,P-03720,18,181368
O-101171,2,P-04428,21,278456
O-101171,3,P-00873,2,277193
O-101172,1,P-00874,17,8841
O-101172,2,P-02311,4,188535
O-101172,3,P-04346,12,4865
O-101173,1,P-02221,3,248543
O-101173,2,P-03504,20,187216
O-101173,3,P-03329,22,115985
O-101174,1,P-02978,13,8276
O-101174,2,P-03400,14,90122
O-101174,3,P-01160,18,122547
O-101174,4,P-03241,18,65052
O-101175,1,P-01801,14,226172
O-101175,2,P-04077,12,283220
O-101175,3,P-04066,20,8952
O-101175,4,P-03487,20,202427
O-101176,1,P-02307,18,286148
O-101176,2,P-01088,4,281862
O-101176,3,P-01909,14,205350
O-101177,1,P-00883,4,760359
O-101177,2,P-04314,10,6866
O-101177,3,P-03212,13,316429
O-101178,1,P-04404,25,163517
O-101178,2,P-00490,7,1850
O-101178,3,P-03065,7,196269
O-101179,1,P-02831,4,97584
O-101179,2,P-03531,4,568232
O-101180,1,P-01538,19,8360
O-101180,2,P-02434,7,1511
O-101180,3,P-02513,15,107715
O-101180,4,P-03738,6,9605
O-101181,1,P-03116,18,289632
O-101181,2,P-00624,6,103018
O-101181,3,P-04999,6,106033
O-101181,4,P-03337,12,418224
O-101182,1,P-01615,21,183953
O-101182,2,P-00985,23,220243
O-101182,3,P-01766,25,57367
O-101183,1,P-02519,15,111431
O-101183,2,P-03662,7,10994
O-101183,3,P-02244,20,67646
O-101183,4,P-00227,16,251612
O-101184,1,P-02798,19,23885
O-101184,2,P-03599,2,125539
O-101184,3,P-03974,13,35635
O-101184,4,P-04832,4,153525
O-101185,1,P-04146,2,5232
O-101186,1,P-02371,12,900000
O-101186,2,P-00856,5,173718
O-101187,1,P-03490,25,15000
O-101188,1,P-02064,10,67627
O-101188,2,P-04972,11,84713
O-101188,3,P-00961,7,325180
O-101188,4,P-02493,8,278288
O-101189,1,P-03123,14,57363
O-101189,2,P-00784,22,218696
O-101189,3,P-02262,4,26196
O-101190,1,P-01867,17,646817
O-101190,2,P-01539,9,396899
O-101190,3,P-03893,1,350920
O-101190,4,P-03486,24,41729
O-101191,1,P-00128,20,216581
O-101192,1,P-02825,19,215919
O-101192,2,P-00833,12,381652
O-101192,3,P-02553,4,221595
O-101193,1,P-04446,7,54729
O-101193,2,P-03985,13,266242
O-101194,1,P-04240,2,159968
O-101195,1,P-02548,7,294591
O-101195,2,P-04338,21,5967
O-101195,3,P-01147,1,249929
O-101195,4,P-03838,20,47944
O-101195,5,P-01392,20,81977
O-101196,1,P-02257,8,152139
O-101196,2,P-02055,1,116390
O-101196,3,P-02789,22,364068
O-101196,4,P-00027,1,257108
O-101197,1,P-00390,8,41190
O-101197,2,P-04192,7,76289
O-101197,3,P-00686,2,41476
O-101197,4,P-04205,1,269208
O-101197,5,P-03928,6,257056
O-101198,1,P-01502,8,54056
O-101198,2,P-01363,14,721825
O-101198,3,P-01694,20,56029
O-101198,4,P-04066,11,8952
O-101199,1,P-02720,19,144004
O-101200,1,P-01346,25,8289
O-101200,2,P-03427,22,731401
O-101201,1,P-01714,7,8480
O-101201,2,P-04615,25,62833
O-101201,3,P-03836,10,56966
O-101202,1,P-04813,2,232044
O-101202,2,P-03559,21,47113
O-101202,3,P-02425,13,255894
O-101202,4,P-01189,2,299534
O-101202,5,P-03448,23,184481
O-101203,1,P-00091,9,496052
O-101203,2,P-02575,21,221288
O-101203,3,P-00735,23,157900
O-101204,1,P-00730,10,15000
O-101204,2,P-01640,23,99558
O-101204,3,P-03558,2,30972
O-101204,4,P-03008,21,235861
O-101204,5,P-03440,25,283794
O-101205,1,P-00346,14,5475
O-101206,1,P-04266,7,12294
O-101206,2,P-02128,12,163795
O-101207,1,P-04696,18,110667
O-101207,2,P-02463,19,47061
O-101207,3,P-03009,6,231860
O-101208,1,P-01442,20,10808
O-101208,2,P-04887,15,36036
O-101208,3,P-02219,15,470699
O-101209,1,P-02729,14,167172
O-101209,2,P-03569,16,172406
O-101209,3,P-01654,14,40758
O-101209,4,P-04392,14,179607
O-101209,5,P-01542,12,56197
O-101210,1,P-01046,8,35939
O-101210,2,P-00585,8,136453
O-101211,1,P-02145,3,278776
O-101211,2,P-01463,10,151542
O-101212,1,P-03720,17,181368
O-101212,2,P-02364,17,154810
O-101212,3,P-04620,23,203906
O-101213,1,P-01042,7,8780
O-101213,2,P-02966,2,47372
O-101213,3,P-01235,20,900000
O-101213,4,P-03045,7,154954
O-101213,5,P-02346,11,4435
O-101214,1,P-04016,7,155225
O-101215,1,P-04363,24,395277
O-101215,2,P-04703,9,46120
O-101215,3,P-04630,16,29587
O-101215,4,P-01243,4,502141
O-101216,1,P-00381,6,94559
O-101216,2,P-00630,6,17552
O-101216,3,P-00319,4,127674
O-101216,4,P-01748,23,288226
O-101216,5,P-00166,5,22553
O-101217,1,P-04885,7,272183
O-101217,2,P-04195,5,25000
O-101217,3,P-01839,18,147311
O-101217,4,P-01118,12,25581
O-101218,1,P-01890,4,7676
O-101218,2,P-01091,10,333721
O-101218,3,P-03379,9,534901
O-101218,4,P-01046,11,35939
O-101219,1,P-01022,18,2000
O-101219,2,P-03218,15,7527
O-101219,3,P-04002,16,2650
O-101220,1,P-02892,25,197668
O-101221,1,P-01433,7,154704
O-101221,2,P-03222,11,50077
O-101222,1,P-03170,23,4848
O-101222,2,P-04610,7,8990
O-101223,1,P-01442,23,10808
O-101223,2,P-01641,18,251901
O-101224,1,P-03845,6,339427
O-101224,2,P-03581,7,372051
O-101224,3,P-01325,11,271858
O-101224,4,P-03121,14,259397
O-101224,5,P-00055,10,117121
O-101225,1,P-04376,20,205116
O-101225,2,P-03552,24,154864
O-101225,3,P-04169,12,277783
O-101225,4,P-04973,1,393048
O-101225,5,P-00642,16,9090
O-101226,1,P-04682,4,4631
O-101226,2,P-04971,19,487367
O-101226,3,P-04639,21,173045
O-101226,4,P-01781,4,347472
O-101226,5,P-04298,21,5969
O-101227,1,P-01921,20,203708
O-101227,2,P-00684,23,182094
O-101228,1,P-04051,11,509994
O-101229,1,P-02730,7,4020
O-101229,2,P-01675,6,492768
O-101230,1,P-03292,18,295908
O-101230,2,P-03346,12,5633
O-101230,3,P-03560,18,176743
O-101230,4,P-04110,24,58270
O-101230,5,P-03546,9,3671
O-101231,1,P-02905,15,216252
O-101231,2,P-00691,7,649924
O-101231,3,P-02497,20,168094
O-101231,4,P-02074,13,6541
O-101232,1,P-02898,3,8869
O-101232,2,P-03596,22,34157
O-101232,3,P-04058,2,9618
O-101233,1,P-02708,18,109048
O-101233,2,P-04697,21,271080
O-101233,3,P-03395,18,83450
O-101233,4,P-00340,19,146509
O-101234,1,P-04272,9,189588
O-101234,2,P-02453,6,273357
O-101234,3,P-01670,7,30244
O-101235,1,P-01383,12,45431
O-101236,1,P-04196,4,246034
O-101237,1,P-04791,24,157933
O-101237,2,P-00946,4,11801
O-101237,3,P-02597,10,312470
O-101237,4,P-01017,1,197508
O-101237,5,P-02474,12,11268
O-101238,1,P-02182,21,36271
O-101238,2,P-03926,9,51524
O-101239,1,P-02087,14,62069
O-101239,2,P-00592,10,160195
O-101239,3,P-01497,15,450000
O-101239,4,P-01408,5,169436
O-101240,1,P-02338,7,12031
O-101240,2,P-02790,20,53070
O-101241,1,P-04399,3,185974
O-101242,1,P-04680,17,118971
O-101242,2,P-03279,21,126216
O-101243,1,P-04122,4,8523
O-101243,2,P-01450,18,8825
O-101243,3,P-00157,21,381871
O-101243,4,P-04657,18,199043
O-101244,1,P-01008,2,106006
O-101244,2,P-02128,20,163795
O-101244,3,P-01308,16,246668
O-101244,4,P-04399,1,185974
O-101245,1,P-02023,20,209421
O-101245,2,P-02933,3,297905
O-101245,3,P-00832,3,96224
O-101245,4,P-02607,16,149170
O-101246,1,P-01670,20,30244
O-101246,2,P-01960,16,241858
O-101246,3,P-04087,1,103038
O-101247,1,P-02832,25,13259
O-101247,2,P-04509,12,10000
O-101247,3,P-03775,7,60502
O-101247,4,P-01476,15,63878
O-101248,1,P-01861,1,500000
O-101248,2,P-00204,7,158587
O-101249,1,P-02226,7,4466
O-101249,2,P-03646,8,64457
O-101249,3,P-02060,3,117223
O-101249,4,P-00551,4,150682
O-101250,1,P-02467,7,618986
O-101250,2,P-01294,3,32180
O-101250,3,P-01156,12,136152
O-101250,4,P-03378,10,11056
O-101250,5,P-03542,7,53242
O-101251,1,P-04657,3,199043
O-101251,2,P-00963,12,166047
O-101251,3,P-02022,13,69248
O-101252,1,P-02508,3,191022
O-101252,2,P-03431,24,154488
O-101252,3,P-01604,10,210424
O-101252,4,P-02693,11,320040
O-101253,1,P-01773,22,500000
O-101253,2,P-02530,11,8502
O-101253,3,P-04191,24,40829
O-101254,1,P-02095,14,78902
O-101254,2,P-04884,12,92634
O-101255,1,P-02839,4,203246
O-101255,2,P-01445,22,428410
O-101256,1,P-02363,23,579641
O-101256,2,P-00724,24,225054
O-101256,3,P-01177,21,57407
O-101256,4,P-01608,3,138847
O-101257,1,P-01675,4,492768
O-101257,2,P-00069,13,227182
O-101257,3,P-03708,7,102485
O-101257,4,P-02737,5,334781
O-101257,5,P-00120,16,84448
O-101258,1,P-00838,5,53032
O-101258,2,P-00136,13,172846
O-101258,3,P-02837,20,259994
O-101259,1,P-00608,13,51671
O-101259,2,P-01536,9,245795
O-101260,1,P-03941,16,62646
O-101260,2,P-03552,21,154864
O-101260,3,P-03923,6,649144
O-101260,4,P-02505,13,231031
O-101260,5,P-03194,20,13018
O-101261,1,P-01689,5,152580
O-101261,2,P-01808,16,171513
O-101262,1,P-00010,4,12856
O-101262,2,P-01401,20,320378
O-101262,3,P-03417,19,253090
O-101262,4,P-03965,13,267851
O-101263,1,P-02883,14,344913
O-101263,2,P-00980,4,133584
O-101263,3,P-02525,14,126251
O-101263,4,P-03766,24,72735
O-101263,5,P-02906,2,9520
O-101264,1,P-03264,14,215726
O-101264,2,P-00240,17,108478
O-101265,1,P-03310,25,60403
O-101265,2,P-00587,3,335913
O-101265,3,P-02514,25,6979
O-101266,1,P-01391,24,148556
O-101266,2,P-01557,11,348001
O-101266,3,P-01295,15,184208
O-101267,1,P-03470,19,64793
O-101268,1,P-00584,5,132761
O-101268,2,P-00642,16,9090
O-101268,3,P-01508,7,133567
O-101268,4,P-00404,1,91034
O-101269,1,P-04697,23,271080
O-101269,2,P-02708,22,109048
O-101269,3,P-00798,5,32799
O-101270,1,P-01677,8,398561
O-101271,1,P-02944,21,166766
O-101271,2,P-00554,25,300
O-101271,3,P-00865,20,249678
O-101271,4,P-00983,19,171517
O-101271,5,P-01976,16,110036
O-101272,1,P-01289,15,143051
O-101272,2,P-03597,18,168442
O-101272,3,P-04517,6,97669
O-101272,4,P-03833,8,166327
O-101272,5,P-03196,13,186105
O-101273,1,P-03344,9,84423
O-101273,2,P-02696,22,181485
O-101273,3,P-00853,9,153203
O-101273,4,P-02496,17,254750
O-101274,1,P-00191,17,125867
O-101274,2,P-03131,3,57279
O-101275,1,P-01011,2,470108
O-101275,2,P-04814,6,41426
O-101275,3,P-04144,19,205751
O-101275,4,P-03597,17,168442
O-101275,5,P-01157,3,327834
O-101276,1,P-04793,10,316176
O-101276,2,P-00981,3,315846
O-101277,1,P-04841,1,369649
O-101277,2,P-03361,21,273223
O-101277,3,P-02042,11,10684
O-101277,4,P-01598,1,62014
O-101278,1,P-02318,15,36054
O-101278,2,P-01959,4,159736
O-101278,3,P-01400,19,206249
O-101279,1,P-02302,22,14894
O-101279,2,P-02161,13,309232
O-101279,3,P-00914,19,9115
O-101279,4,P-03354,7,7617
O-101279,5,P-00709,22,196828
O-101280,1,P-02708,8,109048
O-101280,2,P-00940,17,237555
O-101280,3,P-03505,4,450000
O-101280,4,P-01906,7,3394
O-101280,5,P-01088,16,281862
O-101281,1,P-00309,8,187394
O-101282,1,P-04924,23,19202
O-101282,2,P-02194,11,14204
O-101282,3,P-01001,5,188312
O-101283,1,P-01920,3,66473
O-101283,2,P-02580,4,159340
O-101283,3,P-04040,14,105606
O-101283,4,P-04236,10,157024
O-101284,1,P-00872,4,259077
O-101284,2,P-01558,25,52090
O-101284,3,P-01398,2,33730
O-101284,4,P-00481,6,284973
O-101285,1,P-00990,12,60094
O-101285,2,P-00807,17,224242
O-101285,3,P-04514,3,4139
O-101286,1,P-01568,8,174166
O-101286,2,P-03037,11,82122
O-101287,1,P-00798,9,32799
O-101288,1,P-03513,13,322625
O-101288,2,P-01867,16,646817
O-101288,3,P-00669,13,194208
O-101289,1,P-03795,21,243806
O-101289,2,P-04331,18,381706
O-101290,1,P-00735,18,157900
O-101290,2,P-04467,8,280971
O-101290,3,P-00629,10,419916
O-101290,4,P-01629,16,394532
O-101291,1,P-03886,21,43686
O-101291,2,P-01906,18,3394
O-101291,3,P-00014,1,3668
O-101292,1,P-02442,17,11831
O-101293,1,P-00172,25,146923
O-101293,2,P-02245,10,180970
O-101294,1,P-02685,14,143649
O-101294,2,P-04609,8,179298
O-101295,1,P-03700,8,104768
O-101295,2,P-03439,9,47670
O-101295,3,P-04309,12,192851
O-101295,4,P-04990,1,69870
O-101295,5,P-01853,2,301600
O-101296,1,P-01757,1,150702
O-101297,1,P-03177,22,330783
O-101298,1,P-01110,5,54982
O-101298,2,P-00254,17,23726
O-101298,3,P-04910,10,55767
O-101298,4,P-04278,25,67047
O-101298,5,P-04004,17,227840
O-101299,1,P-03222,9,50077
O-101299,2,P-04951,9,38274
O-101299,3,P-01145,2,450000
O-101299,4,P-01855,11,98627
O-101299,5,P-02301,12,254081
O-101300,1,P-01823,25,142104
O-101301,1,P-04776,3,166331
O-101302,1,P-00898,7,8004
O-101302,2,P-03909,3,262494
O-101302,3,P-01291,20,694373
O-101303,1,P-03080,23,240290
O-101303,2,P-01989,18,400218
O-101303,3,P-03588,12,201858
O-101303,4,P-01100,18,182760
O-101303,5,P-00819,19,615077
O-101304,1,P-02497,16,168094
O-101305,1,P-03413,13,395603
O-101305,2,P-02603,12,560778
O-101306,1,P-03237,15,311006
O-101306,2,P-03193,4,107735
O-101306,3,P-03438,11,58633
O-101307,1,P-00320,1,142577
O-101307,2,P-04049,4,371747
O-101308,1,P-01571,21,225501
O-101308,2,P-03009,19,231860
O-101308,3,P-04667,6,740335
O-101308,4,P-03464,14,131839
O-101308,5,P-04019,6,638571
O-101309,1,P-02863,1,150755
O-101310,1,P-04205,14,269208
O-101310,2,P-02115,3,506799
O-101310,3,P-04387,17,305851
O-101310,4,P-00387,14,362521
O-101310,5,P-04225,22,211179
O-101311,1,P-02072,7,139217
O-101312,1,P-04426,4,13965
O-101312,2,P-03061,23,180472
O-101312,3,P-01777,23,284065
O-101312,4,P-01072,1,144115
O-101313,1,P-00079,1,249762
O-101313,2,P-04630,9,29587
O-101314,1,P-04540,22,201785
O-101314,2,P-02534,1,40797
O-101314,3,P-04647,4,93294
O-101315,1,P-02884,18,115617
O-101315,2,P-03688,16,213533
O-101316,1,P-01172,22,155528
O-101317,1,P-03236,3,114975
O-101317,2,P-04954,25,6745
O-101318,1,P-03441,13,48117
O-101318,2,P-02185,5,345795
O-101318,3,P-04347,14,827776
O-101318,4,P-04431,19,51074
O-101318,5,P-01538,14,8360
O-101319,1,P-00545,6,73533
O-101319,2,P-03731,20,25000
O-101319,3,P-03750,14,45637
O-101319,4,P-02608,23,154900
O-101320,1,P-00814,21,51303
O-101320,2,P-02929,20,277690
O-101320,3,P-02229,15,10000
O-101320,4,P-04426,18,13965
O-101321,1,P-02113,6,334116
O-101321,2,P-02687,15,110693
O-101322,1,P-02768,14,144578
O-101322,2,P-02769,6,338139
O-101322,3,P-00336,9,238048
O-101322,4,P-02639,10,120547
O-101323,1,P-04366,23,60140
O-101323,2,P-03158,12,17518
O-101323,3,P-03621,1,191762
O-101323,4,P-04232,4,176286
O-101323,5,P-04848,8,162756
O-101324,1,P-02281,1,309068
O-101324,2,P-00662,4,42287
O-101324,3,P-02448,8,51809
O-101324,4,P-01379,9,294768
O-101325,1,P-04523,18,491319
O-101325,2,P-01430,22,35547
O-101326,1,P-03890,22,3597
O-101326,2,P-04366,24,60140
O-101326,3,P-03584,7,138708
O-101327,1,P-01332,2,145401
O-101327,2,P-03945,17,224452
O-101327,3,P-01862,22,48865
O-101327,4,P-01906,19,3394
O-101328,1,P-02321,20,374720
O-101328,2,P-02040,11,136174
O-101328,3,P-01464,10,155019
O-101328,4,P-00515,20,729668
O-101328,5,P-00345,13,271323
O-101329,1,P-00469,19,173346
O-101329,2,P-03869,1,29312
O-101330,1,P-02285,15,251030
O-101330,2,P-03251,1,239779
O-101330,3,P-03653,20,294043
O-101330,4,P-03436,19,117207
O-101330,5,P-00559,12,16557
O-101331,1,P-01336,5,182485
O-101331,2,P-02610,3,2504
O-101331,3,P-03953,2,292629
O-101331,4,P-03260,24,107815
O-101332,1,P-02814,25,59964
O-101332,2,P-03061,9,180472
O-101332,3,P-00191,10,125867
O-101332,4,P-00197,9,305196
O-101332,5,P-00449,3,265559
O-101333,1,P-03677,12,307781
O-101333,2,P-01282,14,4621
O-101333,3,P-04071,5,137011
O-101334,1,P-04430,18,52683
O-101334,2,P-04656,7,300000
O-101334,3,P-01466,19,8348
O-101335,1,P-03917,23,59086
O-101335,2,P-03215,24,151834
O-101336,1,P-01251,17,89689
O-101336,2,P-02288,20,125743
O-101337,1,P-02996,20,175513
O-101337,2,P-03445,9,62389
O-101337,3,P-04027,13,338252
O-101337,4,P-03899,13,604560
O-101338,1,P-04140,14,254747
O-101338,2,P-02318,21,36054
O-101338,3,P-01280,18,189871
O-101339,1,P-02941,12,253019
O-101339,2,P-03902,17,44984
O-101339,3,P-02342,11,2000
O-101339,4,P-03582,22,36573
O-101340,1,P-04766,6,47118
O-101341,1,P-04584,3,107945
O-101341,2,P-02976,13,56977
O-101342,1,P-02673,3,349221
O-101342,2,P-00884,18,119806
O-101343,1,P-02243,10,549741
O-101344,1,P-01613,1,371211
O-101344,2,P-04786,7,8855
O-101344,3,P-03652,3,191496
O-101344,4,P-00634,17,11241
O-101345,1,P-00449,17,265559
O-101345,2,P-03358,22,64308
O-101345,3,P-04419,13,140017
O-101345,4,P-04142,15,54860
O-101346,1,P-02708,22,109048
O-101347,1,P-01438,7,66938
O-101347,2,P-01182,9,68747
O-101347,3,P-00571,25,418420
O-101347,4,P-03320,14,184317
O-101348,1,P-01907,3,132957
O-101348,2,P-00704,10,134416
O-101348,3,P-01087,3,206400
O-101349,1,P-00385,14,384673
O-101349,2,P-04356,11,170079
O-101349,3,P-03524,4,165479
O-101349,4,P-04170,21,13293
O-101350,1,P-04049,1,371747
O-101351,1,P-00304,23,161152
O-101351,2,P-00877,6,184719
O-101351,3,P-02743,6,44369
O-101351,4,P-03028,13,338049
O-101352,1,P-02744,12,113626
O-101352,2,P-01264,23,226605
O-101352,3,P-04925,16,157600
O-101353,1,P-01954,15,7400
O-101353,2,P-01144,23,21384
O-101353,3,P-00047,4,96483
O-101353,4,P-01474,3,12653
O-101353,5,P-01304,7,130896
O-101354,1,P-04922,2,10169
O-101354,2,P-04251,24,179471
O-101354,3,P-00422,25,32859
O-101355,1,P-02949,8,275065
O-101355,2,P-03659,10,701808
O-101355,3,P-03981,22,421933
O-101356,1,P-01543,5,189509
O-101357,1,P-03407,19,5000
O-101357,2,P-03197,24,124425
O-101358,1,P-04296,9,139266
O-101359,1,P-02586,14,2599
O-101359,2,P-04182,5,27660
O-101359,3,P-02236,16,265551
O-101359,4,P-02744,4,113626
O-101360,1,P-03215,9,151834
O-101360,2,P-04999,12,106033
O-101360,3,P-04303,19,181136
O-101361,1,P-04700,10,232909
O-101362,1,P-02384,18,158732
O-101362,2,P-03322,19,5284
O-101362,3,P-02717,19,186990
O-101362,4,P-04113,18,299885
O-101363,1,P-00673,24,184950
O-101363,2,P-01166,17,12938
O-101364,1,P-03757,19,210993
O-101364,2,P-02505,8,231031
O-101365,1,P-01174,5,19912
O-101366,1,P-04160,3,198641
O-101366,2,P-02900,7,62377
O-101367,1,P-02720,1,144004
O-101367,2,P-01354,1,10489
O-101367,3,P-01884,25,225253
O-101367,4,P-04003,18,444777
O-101368,1,P-00379,7,214205
O-101369,1,P-04174,14,3702
O-101369,2,P-02351,15,5000
O-101369,3,P-01965,9,191842
O-101369,4,P-01317,18,109219
O-101370,1,P-01150,8,34929
O-101370,2,P-01789,18,322774
O-101371,1,P-03942,18,15705
O-101371,2,P-01935,11,62108
O-101371,3,P-00452,18,221857
O-101371,4,P-02913,6,65550
O-101372,1,P-03438,7,58633
O-101372,2,P-04469,3,454651
O-101372,3,P-01217,5,313836
O-101372,4,P-01136,22,159988
O-101372,5,P-02224,22,276071
O-101373,1,P-04111,1,136035
O-101373,2,P-04258,16,11385
O-101373,3,P-01602,18,9134
O-101373,4,P-01380,4,24643
O-101373,5,P-01688,9,50415
O-101374,1,P-00480,10,167638
O-101374,2,P-03746,9,5265
O-101374,3,P-04082,23,300
O-101374,4,P-01528,11,141475
O-101375,1,P-00569,12,302877
O-101375,2,P-00845,25,283814
O-101375,3,P-01889,23,129514
O-101375,4,P-00903,14,122456
O-101376,1,P-02446,13,44780
O-101376,2,P-01289,10,143051
O-101377,1,P-03502,12,61867
O-101377,2,P-04329,17,221201
O-101377,3,P-02349,7,32988
O-101378,1,P-04545,23,189788
O-101378,2,P-02826,16,7440
O-101378,3,P-04125,5,63038
O-101379,1,P-01535,16,161482
O-101380,1,P-01418,8,8588
O-101381,1,P-00255,24,102922
O-101381,2,P-04003,25,444777
O-101381,3,P-02044,23,222259
O-101381,4,P-03562,21,3526
O-101381,5,P-03393,10,233410
O-101382,1,P-04742,19,30778
O-101382,2,P-00022,13,56221
O-101382,3,P-00959,22,145684
O-101383,1,P-02831,5,97584
O-101383,2,P-03392,7,265540
O-101384,1,P-04168,16,250585
O-101385,1,P-01048,12,142377
O-101385,2,P-00452,8,221857
O-101386,1,P-03142,19,56359
O-101386,2,P-00404,17,91034
O-101386,3,P-04335,1,70601
O-101387,1,P-00755,10,577205
O-101388,1,P-04631,16,73099
O-101388,2,P-00817,7,152420
O-101388,3,P-00998,19,50719
O-101389,1,P-04349,25,395311
O-101389,2,P-04118,2,33233
O-101389,3,P-02991,6,158824
O-101389,4,P-03786,15,3861
O-101389,5,P-03520,7,127465
O-101390,1,P-02502,1,41937
O-101390,2,P-02788,13,142295
