part_id,sku,name,category,subcategory,unit_price_cents,weight_grams,warehouse_id,active,created_at,updated_at
P-00765,NR-EFF-00765,Low-Backlash Tool Changer LN-505,End Effectors,Tool Changer,190186,3731,W-06,true,2021-04-13T14:43:19Z,2021-05-21T14:30:40Z
P-00766,NR-FRM-00766,Compact Mounting Bracket MA-542,Frames and Structure,Mounting Bracket,78450,35956,W-07,true,2024-06-16T04:53:48Z,2025-07-07T17:08:54Z
P-00767,NR-PWR-00767,Quiet-Drive DC-DC Converter NN-579,Power Systems,DC-DC Converter,5000,11736,W-03,true,2024-06-21T06:31:38Z,2025-03-02T04:32:14Z
P-00768,NR-SEN-00768,Sealed LIDAR Unit OA-616,Sensors,LIDAR Unit,150607,401,W-06,false,2024-03-13T10:28:36Z,2024-08-03T07:46:29Z
P-00769,NR-ACT-00769,Industrial Servo Motor PN-653,Actuators,Servo Motor,422453,11641,W-08,true,2023-01-27T08:43:53Z,2023-10-14T05:18:44Z
P-00770,NR-CBL-00770,Precision Cable Chain QA-690,Cabling and Connectors,Cable Chain,12206,3666,W-02,true,2023-02-09T12:16:17Z,2023-09-13T08:00:00Z
P-00771,NR-CTL-00771,Modular Motion Controller RN-727,Controllers,Motion Controller,754315,2739,W-08,true,2021-01-15T07:56:17Z,2021-10-22T12:23:11Z
P-00772,NR-DRV-00772,High-Torque Harmonic Reducer SA-764,Drivetrain,Harmonic Reducer,140899,1060,W-02,true,2021-06-12T11:40:05Z,2022-06-22T11:40:54Z
P-00773,NR-EFF-00773,Heavy-Duty Parallel Gripper TN-801,End Effectors,Parallel Gripper,298678,150,W-03,true,2022-06-01T13:09:59Z,2023-06-28T18:41:49Z
P-00774,NR-FRM-00774,Rapid-Cycle Aluminum Extrusion UA-838,Frames and Structure,Aluminum Extrusion,38150,44896,W-06,true,2024-02-10T23:45:42Z,2024-03-12T14:42:04Z
P-00775,NR-PWR-00775,Low-Backlash Battery Pack VN-875,Power Systems,Battery Pack,33775,11080,W-02,true,2024-03-20T01:16:52Z,2025-03-09T13:52:18Z
P-00776,NR-SEN-00776,Compact Force-Torque Sensor WA-912,Sensors,Force-Torque Sensor,217098,1978,W-07,true,2024-05-15T01:52:15Z,2024-07-02T20:31:08Z
P-00777,NR-ACT-00777,Quiet-Drive Linear Actuator XN-949,Actuators,Linear Actuator,15000,12966,W-03,true,2023-08-04T16:14:05Z,2024-01-31T01:21:57Z
P-00778,NR-CBL-00778,Sealed M12 Connector YA-986,Cabling and Connectors,M12 Connector,13825,1125,W-02,true,2022-04-12T11:20:35Z,2022-05-12T12:57:30Z
P-00779,NR-CTL-00779,Industrial PLC Module ZN-123,Controllers,PLC Module,594834,1698,W-06,true,2021-01-07T15:45:25Z,2021-07-04T16:44:35Z
P-00780,NR-DRV-00780,Precision Planetary Gearbox AA-160,Drivetrain,Planetary Gearbox,350000,9863,W-04,true,2021-01-04T11:54:05Z,2021-12-04T11:52:58Z
P-00781,NR-EFF-00781,Modular Vacuum Gripper BN-197,End Effectors,Vacuum Gripper,301562,6423,W-04,true,2024-10-29T07:33:46Z,2025-09-18T00:26:24Z
P-00782,NR-FRM-00782,High-Torque Base Plate CA-234,Frames and Structure,Base Plate,80000,33321,W-07,true,2023-10-28T10:08:44Z,2023-12-07T04:30:08Z
P-00783,NR-PWR-00783,Heavy-Duty Power Supply Unit DN-271,Power Systems,Power Supply Unit,46820,9223,W-02,true,2024-08-21T13:25:48Z,2025-02-19T23:02:31Z
P-00784,NR-SEN-00784,Rapid-Cycle Proximity Sensor EA-308,Sensors,Proximity Sensor,218696,1374,W-06,true,2023-10-17T05:16:31Z,2024-03-20T18:20:16Z
P-00785,NR-ACT-00785,Low-Backlash Rotary Actuator FN-345,Actuators,Rotary Actuator,347258,11710,W-01,true,2023-01-16T10:38:45Z,2023-02-01T12:21:07Z
P-00786,NR-CBL-00786,Compact Servo Cable GA-382,Cabling and Connectors,Servo Cable,14543,3354,W-03,true,2022-03-31T02:21:13Z,2022-10-16T18:54:17Z
P-00787,NR-CTL-00787,Quiet-Drive Edge Compute Node HN-419,Controllers,Edge Compute Node,52217,7042,W-05,true,2022-07-16T11:04:23Z,2022-09-30T06:32:57Z
P-00788,NR-DRV-00788,Sealed Timing Belt IA-456,Drivetrain,Timing Belt,184722,4488,W-06,true,2021-08-30T16:01:06Z,2021-12-02T23:50:25Z
P-00789,NR-EFF-00789,Industrial Welding Torch JN-493,End Effectors,Welding Torch,261032,5882,W-03,true,2024-04-11T16:20:09Z,2024-11-07T10:27:11Z
P-00790,NR-FRM-00790,Precision Gantry Beam KA-530,Frames and Structure,Gantry Beam,50337,28664,W-02,true,2023-02-17T10:36:56Z,2024-02-13T20:23:04Z
P-00791,NR-PWR-00791,Modular Motor Driver LN-567,Power Systems,Motor Driver,57486,8754,W-02,true,2022-07-08T10:18:01Z,2022-09-17T21:51:56Z
P-00792,NR-SEN-00792,High-Torque Rotary Encoder MA-604,Sensors,Rotary Encoder,110304,2448,W-04,true,2022-01-24T18:57:44Z,2022-02-07T22:44:53Z
P-00793,NR-ACT-00793,Heavy-Duty Stepper Motor NN-641,Actuators,Stepper Motor,360758,7209,W-05,false,2021-09-10T02:41:21Z,2022-01-01T08:50:21Z
P-00794,NR-CBL-00794,Rapid-Cycle EtherCAT Cable OA-678,Cabling and Connectors,EtherCAT Cable,5207,3019,W-02,true,2024-12-07T11:49:57Z,2025-09-06T10:04:43Z
P-00795,NR-CTL-00795,Low-Backlash IO Expansion Board PN-715,Controllers,IO Expansion Board,883758,5443,W-08,true,2023-03-08T00:23:34Z,2024-01-14T14:46:46Z
P-00796,NR-DRV-00796,Compact Ball Screw QA-752,Drivetrain,Ball Screw,191086,9901,W-04,true,2024-03-07T13:33:24Z,2024-04-28T12:40:24Z
P-00797,NR-EFF-00797,Quiet-Drive Tool Changer RN-789,End Effectors,Tool Changer,455141,5343,W-07,true,2022-12-13T06:00:14Z,2023-10-10T01:20:39Z
P-00798,NR-FRM-00798,Sealed Mounting Bracket SA-826,Frames and Structure,Mounting Bracket,32799,43077,W-03,true,2021-10-20T04:09:01Z,2021-10-23T01:31:42Z
P-00799,NR-PWR-00799,Industrial DC-DC Converter TN-863,Power Systems,DC-DC Converter,117229,8743,W-03,true,2022-10-08T12:13:06Z,2022-10-14T06:52:08Z
P-00800,NR-SEN-00800,Precision Thermal Camera Module UA-900,Sensors,Thermal Camera Module,296643,1434,W-02,true,2021-05-30T02:17:42Z,2021-08-28T13:53:54Z
P-00801,NR-ACT-00801,Modular Servo Motor VN-937,Actuators,Servo Motor,129719,7829,W-01,true,2024-06-13T13:54:27Z,2024-07-08T19:22:49Z
P-00802,NR-CBL-00802,High-Torque Cable Chain WA-974,Cabling and Connectors,Cable Chain,8829,619,W-02,true,2024-07-01T04:31:01Z,2025-05-27T19:01:58Z
P-00803,NR-CTL-00803,Heavy-Duty Motion Controller XN-111,Controllers,Motion Controller,345823,8793,W-02,true,2023-10-30T18:25:21Z,2024-02-14T02:47:11Z
P-00804,NR-DRV-00804,Rapid-Cycle Harmonic Reducer YA-148,Drivetrain,Harmonic Reducer,125272,1091,W-07,true,2024-08-13T00:29:29Z,2025-06-29T01:17:02Z
P-00805,NR-EFF-00805,Low-Backlash Parallel Gripper ZN-185,End Effectors,Parallel Gripper,500000,5131,W-05,true,2022-04-25T01:25:51Z,2022-12-13T22:28:59Z
P-00806,NR-FRM-00806,Compact Aluminum Extrusion AA-222,Frames and Structure,Aluminum Extrusion,37257,32141,W-07,true,2024-01-11T17:50:20Z,2024-03-24T00:54:21Z
P-00807,NR-PWR-00807,Quiet-Drive Battery Pack BN-259,Power Systems,Battery Pack,224242,1568,W-07,true,2021-05-28T19:43:11Z,2021-12-20T00:45:42Z
P-00808,NR-SEN-00808,Sealed LIDAR Unit CA-296,Sensors,LIDAR Unit,161211,1006,W-02,true,2021-11-26T19:30:28Z,2022-01-27T01:10:14Z
P-00809,NR-ACT-00809,Industrial Linear Actuator DN-333,Actuators,Linear Actuator,242637,15515,W-05,true,2023-05-03T17:50:09Z,2023-12-20T14:09:52Z
P-00810,NR-CBL-00810,Precision M12 Connector EA-370,Cabling and Connectors,M12 Connector,12126,1193,W-08,true,2024-03-14T15:50:55Z,2024-04-15T07:14:57Z
P-00811,NR-CTL-00811,Modular PLC Module FN-407,Controllers,PLC Module,292385,8777,W-03,true,2022-02-22T22:50:36Z,2022-04-04T09:11:25Z
P-00812,NR-DRV-00812,High-Torque Planetary Gearbox GA-444,Drivetrain,Planetary Gearbox,202971,8806,W-05,true,2023-01-11T22:59:41Z,2023-02-13T23:42:55Z
P-00813,NR-EFF-00813,Heavy-Duty Vacuum Gripper HN-481,End Effectors,Vacuum Gripper,141199,6613,W-01,true,2023-07-07T20:37:41Z,2024-01-16T03:46:29Z
P-00814,NR-FRM-00814,Rapid-Cycle Base Plate IA-518,Frames and Structure,Base Plate,51303,34701,W-04,true,2021-01-27T04:02:43Z,2022-01-27T11:21:53Z
P-00815,NR-PWR-00815,Low-Backlash Power Supply Unit JN-555,Power Systems,Power Supply Unit,146450,15946,W-08,true,2024-07-01T04:55:45Z,2025-08-01T02:08:09Z
P-00816,NR-SEN-00816,Compact Force-Torque Sensor KA-592,Sensors,Force-Torque Sensor,159355,2649,W-05,true,2024-02-08T18:49:39Z,2024-07-03T11:00:43Z
P-00817,NR-ACT-00817,Quiet-Drive Rotary Actuator LN-629,Actuators,Rotary Actuator,152420,11383,W-02,true,2023-11-02T23:10:25Z,2024-08-30T16:14:28Z
P-00818,NR-CBL-00818,Sealed Servo Cable MA-666,Cabling and Connectors,Servo Cable,9242,3147,W-04,true,2023-07-07T17:30:24Z,2024-05-22T09:13:28Z
P-00819,NR-CTL-00819,Industrial Edge Compute Node NN-703,Controllers,Edge Compute Node,615077,3697,W-05,true,2024-10-13T21:29:15Z,2025-01-18T17:06:34Z
P-00820,NR-DRV-00820,Precision Timing Belt OA-740,Drivetrain,Timing Belt,160349,4795,W-04,true,2021-06-28T00:59:50Z,2022-05-09T00:54:11Z
P-00821,NR-EFF-00821,Modular Welding Torch PN-777,End Effectors,Welding Torch,84078,3424,W-02,true,2024-06-19T04:45:22Z,2024-09-20T09:17:37Z
P-00822,NR-FRM-00822,High-Torque Gantry Beam QA-814,Frames and Structure,Gantry Beam,55436,27945,W-03,true,2022-01-24T08:31:31Z,2022-03-01T12:32:42Z
P-00823,NR-PWR-00823,Heavy-Duty Motor Driver RN-851,Power Systems,Motor Driver,116572,2391,W-08,false,2022-03-06T14:29:47Z,2022-06-02T01:45:54Z
P-00824,NR-SEN-00824,Rapid-Cycle Proximity Sensor SA-888,Sensors,Proximity Sensor,59384,1192,W-02,true,2021-01-22T09:00:25Z,2021-12-09T10:31:05Z
P-00825,NR-ACT-00825,Low-Backlash Stepper Motor TN-925,Actuators,Stepper Motor,290357,13485,W-06,true,2023-10-04T13:49:27Z,2024-01-08T07:15:42Z
P-00826,NR-CBL-00826,Compact EtherCAT Cable UA-962,Cabling and Connectors,EtherCAT Cable,9862,1355,W-05,true,2023-03-18T00:43:26Z,2023-10-17T16:17:58Z
P-00827,NR-CTL-00827,Quiet-Drive IO Expansion Board VN-999,Controllers,IO Expansion Board,324911,5157,W-04,true,2022-07-03T15:26:14Z,2022-11-26T16:01:26Z
P-00828,NR-DRV-00828,Sealed Ball Screw WA-136,Drivetrain,Ball Screw,294304,2182,W-08,true,2022-03-02T11:38:13Z,2023-02-05T06:18:40Z
P-00829,NR-EFF-00829,Industrial Tool Changer XN-173,End Effectors,Tool Changer,264136,6145,W-07,true,2024-04-28T20:26:44Z,2024-06-14T03:19:36Z
P-00830,NR-FRM-00830,Precision Mounting Bracket YA-210,Frames and Structure,Mounting Bracket,40749,12118,W-06,true,2024-10-01T01:29:28Z,2025-05-12T03:28:20Z
P-00831,NR-PWR-00831,Modular DC-DC Converter ZN-247,Power Systems,DC-DC Converter,158933,11885,W-04,true,2023-01-06T03:26:27Z,2023-02-25T20:37:42Z
P-00832,NR-SEN-00832,High-Torque Rotary Encoder AA-284,Sensors,Rotary Encoder,96224,1347,W-04,true,2023-12-06T10:33:51Z,2024-07-07T12:24:38Z
P-00833,NR-ACT-00833,Heavy-Duty Servo Motor BN-321,Actuators,Servo Motor,381652,400,W-08,true,2021-12-09T15:17:01Z,2022-11-14T22:36:19Z
P-00834,NR-CBL-00834,Rapid-Cycle Cable Chain CA-358,Cabling and Connectors,Cable Chain,8214,1900,W-02,true,2022-08-21T10:14:35Z,2023-02-07T10:19:45Z
P-00835,NR-CTL-00835,Low-Backlash Motion Controller DN-395,Controllers,Motion Controller,738616,4416,W-04,true,2024-01-26T09:52:32Z,2024-11-09T10:43:25Z
P-00836,NR-DRV-00836,Compact Harmonic Reducer EA-432,Drivetrain,Harmonic Reducer,47654,6763,W-01,true,2023-03-14T07:47:22Z,2023-11-10T06:39:24Z
P-00837,NR-EFF-00837,Quiet-Drive Parallel Gripper FN-469,End Effectors,Parallel Gripper,254439,5475,W-01,true,2022-03-16T08:02:43Z,2022-09-28T03:30:24Z
P-00838,NR-FRM-00838,Sealed Aluminum Extrusion GA-506,Frames and Structure,Aluminum Extrusion,53032,6944,W-05,true,2023-04-01T17:29:16Z,2023-04-04T08:19:29Z
P-00839,NR-PWR-00839,Industrial Battery Pack HN-543,Power Systems,Battery Pack,134713,9812,W-04,true,2021-01-03T06:27:07Z,2022-01-11T21:18:02Z
P-00840,NR-SEN-00840,Precision Thermal Camera Module IA-580,Sensors,Thermal Camera Module,166175,2152,W-05,true,2022-10-22T23:30:24Z,2023-05-06T01:36:43Z
P-00841,NR-ACT-00841,Modular Linear Actuator JN-617,Actuators,Linear Actuator,203677,7142,W-07,true,2023-11-07T13:18:23Z,2024-08-10T18:10:18Z
P-00842,NR-CBL-00842,High-Torque M12 Connector KA-654,Cabling and Connectors,M12 Connector,11068,2644,W-02,true,2022-05-20T10:15:17Z,2022-06-25T00:05:33Z
P-00843,NR-CTL-00843,Heavy-Duty PLC Module LN-691,Controllers,PLC Module,591309,3057,W-05,true,2023-02-06T01:59:06Z,2023-08-01T20:20:25Z
P-00844,NR-DRV-00844,Rapid-Cycle Planetary Gearbox MA-728,Drivetrain,Planetary Gearbox,77709,9566,W-06,true,2024-10-23T18:30:59Z,2025-02-07T04:18:07Z
P-00845,NR-EFF-00845,Low-Backlash Vacuum Gripper NN-765,End Effectors,Vacuum Gripper,283814,11979,W-03,true,2023-04-12T01:31:35Z,2023-06-07T10:57:44Z
P-00846,NR-FRM-00846,Compact Base Plate OA-802,Frames and Structure,Base Plate,80000,57315,W-02,true,2021-12-09T21:29:28Z,2022-05-25T12:41:23Z
P-00847,NR-PWR-00847,Quiet-Drive Power Supply Unit PN-839,Power Systems,Power Supply Unit,132941,11069,W-02,true,2023-07-02T15:34:24Z,2024-05-15T10:27:42Z
P-00848,NR-SEN-00848,Sealed LIDAR Unit QA-876,Sensors,LIDAR Unit,197100,2245,W-08,true,2021-05-26T05:17:50Z,2022-02-14T22:32:09Z
P-00849,NR-ACT-00849,Industrial Rotary Actuator RN-913,Actuators,Rotary Actuator,365176,7768,W-05,true,2024-05-13T22:19:43Z,2024-11-17T06:48:32Z
P-00850,NR-CBL-00850,Precision Servo Cable SA-950,Cabling and Connectors,Servo Cable,13051,2422,W-01,true,2023-12-17T23:52:17Z,2023-12-22T22:22:01Z
P-00851,NR-CTL-00851,Modular Edge Compute Node TN-987,Controllers,Edge Compute Node,689418,3522,W-05,true,2024-10-10T15:12:55Z,2025-06-24T12:43:56Z
P-00852,NR-DRV-00852,High-Torque Timing Belt UA-124,Drivetrain,Timing Belt,260321,10143,W-08,true,2022-03-08T08:17:11Z,2022-03-08T10:01:06Z
P-00853,NR-EFF-00853,Heavy-Duty Welding Torch VN-161,End Effectors,Welding Torch,153203,7288,W-05,true,2023-05-15T03:52:38Z,2023-09-19T18:32:45Z
P-00854,NR-FRM-00854,Rapid-Cycle Gantry Beam WA-198,Frames and Structure,Gantry Beam,49707,31383,W-03,true,2021-10-27T02:35:02Z,2022-03-09T18:10:05Z
P-00855,NR-PWR-00855,Low-Backlash Motor Driver XN-235,Power Systems,Motor Driver,147138,6178,W-06,true,2021-11-01T06:02:34Z,2022-04-12T15:24:26Z
P-00856,NR-SEN-00856,Compact Force-Torque Sensor YA-272,Sensors,Force-Torque Sensor,173718,2449,W-01,true,2021-12-17T11:54:58Z,2022-03-31T23:27:29Z
P-00857,NR-ACT-00857,Quiet-Drive Stepper Motor ZN-309,Actuators,Stepper Motor,404015,12907,W-07,true,2024-03-21T07:41:48Z,2024-11-09T00:31:36Z
P-00858,NR-CBL-00858,Sealed EtherCAT Cable AA-346,Cabling and Connectors,EtherCAT Cable,9633,1091,W-08,true,2021-09-05T02:31:02Z,2022-09-08T01:29:07Z
P-00859,NR-CTL-00859,Industrial IO Expansion Board BN-383,Controllers,IO Expansion Board,365834,5574,W-02,true,2023-11-30T05:45:33Z,2024-10-21T17:46:30Z
P-00860,NR-DRV-00860,Precision Ball Screw CA-420,Drivetrain,Ball Screw,291535,11542,W-08,true,2022-10-07T18:17:29Z,2022-12-30T23:45:15Z
P-00861,NR-EFF-00861,Modular Tool Changer DN-457,End Effectors,Tool Changer,80800,7910,W-02,true,2023-03-20T04:46:05Z,2023-12-01T13:19:57Z
P-00862,NR-FRM-00862,High-Torque Mounting Bracket EA-494,Frames and Structure,Mounting Bracket,49626,24550,W-06,false,2022-10-23T00:54:36Z,2023-03-05T17:44:21Z
P-00863,NR-PWR-00863,Heavy-Duty DC-DC Converter FN-531,Power Systems,DC-DC Converter,43932,4016,W-02,true,2023-07-31T19:48:20Z,2024-01-14T03:47:48Z
P-00864,NR-SEN-00864,Rapid-Cycle Proximity Sensor GA-568,Sensors,Proximity Sensor,270837,1067,W-01,true,2022-04-05T02:18:51Z,2023-01-21T18:37:42Z
P-00865,NR-ACT-00865,Low-Backlash Servo Motor HN-605,Actuators,Servo Motor,249678,5221,W-05,true,2021-06-29T04:28:01Z,2021-10-05T15:47:51Z
P-00866,NR-CBL-00866,Compact Cable Chain IA-642,Cabling and Connectors,Cable Chain,9806,1584,W-08,true,2022-09-06T00:01:01Z,2022-12-20T00:39:57Z
P-00867,NR-CTL-00867,Quiet-Drive Motion Controller JN-679,Controllers,Motion Controller,592706,5096,W-05,true,2022-01-09T13:51:09Z,2022-02-18T00:03:12Z
P-00868,NR-DRV-00868,Sealed Harmonic Reducer KA-716,Drivetrain,Harmonic Reducer,60643,7280,W-06,true,2023-05-08T22:23:25Z,2023-07-12T20:12:30Z
P-00869,NR-EFF-00869,Industrial Parallel Gripper LN-753,End Effectors,Parallel Gripper,174196,9192,W-04,true,2023-05-03T16:45:08Z,2023-08-17T11:19:49Z
P-00870,NR-FRM-00870,Precision Aluminum Extrusion MA-790,Frames and Structure,Aluminum Extrusion,43757,26313,W-02,true,2021-11-15T22:09:09Z,2022-03-04T10:34:51Z
P-00871,NR-PWR-00871,Modular Battery Pack NN-827,Power Systems,Battery Pack,141599,6130,W-07,true,2023-08-29T15:43:31Z,2024-08-07T05:40:59Z
P-00872,NR-SEN-00872,High-Torque Rotary Encoder OA-864,Sensors,Rotary Encoder,259077,2364,W-02,true,2022-05-15T23:09:17Z,2023-05-08T22:56:19Z
P-00873,NR-ACT-00873,Heavy-Duty Linear Actuator PN-901,Actuators,Linear Actuator,277193,14932,W-01,true,2024-04-04T03:08:32Z,2024-04-13T02:04:11Z
P-00874,NR-CBL-00874,Rapid-Cycle M12 Connector QA-938,Cabling and Connectors,M12 Connector,8841,311,W-07,true,2024-01-29T06:45:00Z,2024-02-21T20:28:00Z
P-00875,NR-CTL-00875,Low-Backlash PLC Module RN-975,Controllers,PLC Module,576115,5305,W-03,true,2021-10-23T19:26:50Z,2022-11-01T05:50:01Z
P-00876,NR-DRV-00876,Compact Planetary Gearbox SA-112,Drivetrain,Planetary Gearbox,215427,7057,W-02,true,2023-09-07T23:38:40Z,2023-09-28T01:21:37Z
P-00877,NR-EFF-00877,Quiet-Drive Vacuum Gripper TN-149,End Effectors,Vacuum Gripper,184719,150,W-05,true,2021-06-28T21:23:05Z,2022-07-25T09:00:00Z
P-00878,NR-FRM-00878,Sealed Base Plate UA-186,Frames and Structure,Base Plate,21124,10549,W-07,true,2023-04-28T19:58:31Z,2023-08-21T17:50:38Z
P-00879,NR-PWR-00879,Industrial Power Supply Unit VN-223,Power Systems,Power Supply Unit,62656,5661,W-05,true,2023-03-23T05:51:11Z,2023-05-21T17:51:10Z
P-00880,NR-SEN-00880,Precision Thermal Camera Module WA-260,Sensors,Thermal Camera Module,233628,3076,W-05,true,2024-05-09T14:19:18Z,2024-06-11T13:49:49Z
P-00881,NR-ACT-00881,Modular Rotary Actuator XN-297,Actuators,Rotary Actuator,184539,16788,W-02,true,2021-03-10T13:53:51Z,2021-04-17T12:35:10Z
P-00882,NR-CBL-00882,High-Torque Servo Cable YA-334,Cabling and Connectors,Servo Cable,10509,2018,W-02,true,2023-09-17T00:42:01Z,2024-06-08T06:31:09Z
P-00883,NR-CTL-00883,Heavy-Duty Edge Compute Node ZN-371,Controllers,Edge Compute Node,760359,6495,W-06,true,2022-09-22T10:19:48Z,2023-07-12T19:33:46Z
P-00884,NR-DRV-00884,Rapid-Cycle Timing Belt AA-408,Drivetrain,Timing Belt,119806,6496,W-07,true,2023-03-06T20:54:32Z,2023-08-30T20:14:34Z
P-00885,NR-EFF-00885,Low-Backlash Welding Torch BN-445,End Effectors,Welding Torch,372467,5908,W-08,true,2024-06-30T06:39:21Z,2024-11-09T12:04:42Z
P-00886,NR-FRM-00886,Compact Gantry Beam CA-482,Frames and Structure,Gantry Beam,45142,16170,W-03,true,2021-03-03T04:02:36Z,2022-03-03T01:10:35Z
P-00887,NR-PWR-00887,Quiet-Drive Motor Driver DN-519,Power Systems,Motor Driver,167019,10093,W-04,true,2023-08-13T03:21:50Z,2024-08-04T10:49:34Z
P-00888,NR-SEN-00888,Sealed LIDAR Unit EA-556,Sensors,LIDAR Unit,59433,730,W-01,true,2024-04-24T12:49:35Z,2024-09-15T01:07:20Z
P-00889,NR-ACT-00889,Industrial Stepper Motor FN-593,Actuators,Stepper Motor,259584,12557,W-04,true,2024-09-06T02:54:27Z,2025-07-07T08:17:16Z
P-00890,NR-CBL-00890,Precision EtherCAT Cable GA-630,Cabling and Connectors,EtherCAT Cable,7570,3228,W-07,true,2024-02-14T02:50:46Z,2024-09-02T00:38:53Z
P-00891,NR-CTL-00891,Modular IO Expansion Board HN-667,Controllers,IO Expansion Board,767955,3913,W-01,true,2024-12-17T02:27:34Z,2025-06-28T12:26:30Z
P-00892,NR-DRV-00892,High-Torque Ball Screw IA-704,Drivetrain,Ball Screw,94586,7193,W-08,true,2021-04-10T16:16:44Z,2022-02-15T03:23:21Z
P-00893,NR-EFF-00893,Heavy-Duty Tool Changer JN-741,End Effectors,Tool Changer,247069,7782,W-01,true,2022-09-14T12:09:43Z,2023-05-01T18:10:38Z
P-00894,NR-FRM-00894,Rapid-Cycle Mounting Bracket KA-778,Frames and Structure,Mounting Bracket,37440,12388,W-07,true,2021-09-04T08:46:14Z,2021-09-20T10:49:16Z
P-00895,NR-PWR-00895,Low-Backlash DC-DC Converter LN-815,Power Systems,DC-DC Converter,130423,13738,W-08,true,2024-02-01T14:28:47Z,2025-01-01T06:50:01Z
P-00896,NR-SEN-00896,Compact Force-Torque Sensor MA-852,Sensors,Force-Torque Sensor,168140,2491,W-05,true,2024-09-18T20:21:35Z,2024-10-20T12:31:57Z
P-00897,NR-ACT-00897,Quiet-Drive Servo Motor NN-889,Actuators,Servo Motor,271993,7167,W-02,true,2024-03-11T12:56:57Z,2024-12-26T18:34:07Z
P-00898,NR-CBL-00898,Sealed Cable Chain OA-926,Cabling and Connectors,Cable Chain,8004,10,W-07,true,2024-05-10T03:20:21Z,2024-11-04T01:40:56Z
P-00899,NR-CTL-00899,Industrial Motion Controller PN-963,Controllers,Motion Controller,424619,2596,W-04,true,2024-09-06T10:59:12Z,2024-09-24T12:39:39Z
P-00900,NR-DRV-00900,Precision Harmonic Reducer QA-100,Drivetrain,Harmonic Reducer,130615,3889,W-01,true,2022-03-11T15:14:21Z,2022-10-23T08:25:48Z
P-00901,NR-EFF-00901,Modular Parallel Gripper RN-137,End Effectors,Parallel Gripper,10000,5462,W-08,true,2024-02-10T05:27:21Z,2024-05-04T20:42:50Z
P-00902,NR-FRM-00902,High-Torque Aluminum Extrusion SA-174,Frames and Structure,Aluminum Extrusion,24173,44201,W-05,true,2022-03-04T20:53:37Z,2022-11-17T09:27:23Z
P-00903,NR-PWR-00903,Heavy-Duty Battery Pack TN-211,Power Systems,Battery Pack,122456,6738,W-06,true,2022-06-13T01:28:19Z,2022-07-12T05:17:11Z
P-00904,NR-SEN-00904,Rapid-Cycle Proximity Sensor UA-248,Sensors,Proximity Sensor,128274,2964,W-05,true,2024-11-24T17:04:16Z,2025-05-11T14:05:27Z
P-00905,NR-ACT-00905,Low-Backlash Linear Actuator VN-285,Actuators,Linear Actuator,279726,20086,W-01,true,2023-03-29T10:37:30Z,2023-10-15T14:49:11Z
P-00906,NR-CBL-00906,Compact M12 Connector WA-322,Cabling and Connectors,M12 Connector,1143,928,W-08,true,2021-12-11T16:14:31Z,2022-03-31T12:25:43Z
P-00907,NR-CTL-00907,Quiet-Drive PLC Module XN-359,Controllers,PLC Module,495224,3762,W-01,true,2024-01-26T10:12:47Z,2024-05-01T13:37:01Z
P-00908,NR-DRV-00908,Sealed Planetary Gearbox YA-396,Drivetrain,Planetary Gearbox,65086,6149,W-08,true,2021-05-23T00:20:08Z,2021-10-23T19:08:22Z
P-00909,NR-EFF-00909,Industrial Vacuum Gripper ZN-433,End Effectors,Vacuum Gripper,189174,6149,W-05,false,2021-03-02T21:53:50Z,2022-01-12T18:20:43Z
P-00910,NR-FRM-00910,Precision Base Plate AA-470,Frames and Structure,Base Plate,60131,11390,W-04,true,2023-08-09T12:21:34Z,2024-09-04T16:07:29Z
P-00911,NR-PWR-00911,Modular Power Supply Unit BN-507,Power Systems,Power Supply Unit,5000,9338,W-04,true,2023-02-17T18:50:02Z,2023-12-31T01:32:43Z
P-00912,NR-SEN-00912,High-Torque Rotary Encoder CA-544,Sensors,Rotary Encoder,175052,398,W-01,true,2021-10-15T02:55:03Z,2022-03-26T05:26:01Z
P-00913,NR-ACT-00913,Heavy-Duty Rotary Actuator DN-581,Actuators,Rotary Actuator,392310,400,W-04,true,2022-06-04T18:21:45Z,2023-04-23T02:56:46Z
P-00914,NR-CBL-00914,Rapid-Cycle Servo Cable EA-618,Cabling and Connectors,Servo Cable,9115,2342,W-07,true,2022-08-10T02:25:57Z,2023-04-26T09:53:02Z
P-00915,NR-CTL-00915,Low-Backlash Edge Compute Node FN-655,Controllers,Edge Compute Node,126874,5237,W-06,true,2024-07-02T13:11:22Z,2024-10-03T12:34:36Z
P-00916,NR-DRV-00916,Compact Timing Belt GA-692,Drivetrain,Timing Belt,350000,5544,W-05,true,2023-11-23T12:44:22Z,2024-05-07T12:25:44Z
P-00917,NR-EFF-00917,Quiet-Drive Welding Torch HN-729,End Effectors,Welding Torch,124339,8630,W-05,true,2021-04-01T00:20:52Z,2021-05-30T05:47:13Z
P-00918,NR-FRM-00918,Sealed Gantry Beam IA-766,Frames and Structure,Gantry Beam,38193,35538,W-04,true,2023-09-21T02:24:06Z,2024-04-30T21:24:55Z
P-00919,NR-PWR-00919,Industrial Motor Driver JN-803,Power Systems,Motor Driver,166971,11437,W-01,true,2023-01-12T12:46:54Z,2023-10-05T21:50:18Z
P-00920,NR-SEN-00920,Precision Thermal Camera Module KA-840,Sensors,Thermal Camera Module,204988,780,W-07,true,2024-06-19T23:24:16Z,2024-10-20T10:44:14Z
